,time_sec,time_hms,bus_lat,bus_lon,train_lat,train_lon,bus_trip_id_at_time,train_trip_id_at_time
152,38280,10:38:00,49.910323,20.097569,50.06115429054993,19.9477805521792,28446351_7953,2024_2025_1285129
153,38310,10:38:30,49.912747499999995,20.094804,50.06024923936867,19.9478151837016,28446351_7953,2024_2025_1285129
154,38340,10:39:00,49.915172,20.092039,50.05934418818742,19.947849815224,28446351_7953,2024_2025_1285129
155,38370,10:39:30,49.9171295,20.088510499999998,50.058439137006154,19.9478844467464,28446351_7953,2024_2025_1285129
156,38400,10:40:00,49.919087,20.084982,50.0575340858249,19.9479190782688,28446351_7953,2024_2025_1285129
157,38430,10:40:30,49.920432,20.082633,50.05526021436867,19.9501475587016,28446351_7953,2024_2025_1285129
158,38460,10:41:00,49.921777,20.080284,50.05298634291245,19.9523760391344,28446351_7953,2024_2025_1285129
159,38490,10:41:30,49.924306,20.0763115,50.05071247145622,19.954604519567198,28446351_7953,2024_2025_1285129
160,38520,10:42:00,49.926835,20.072339,50.0484386,19.956833,28446351_7953,2024_2025_1285129
161,38550,10:42:30,49.929109749999995,20.069188,50.046516585714286,19.95943432857143,28446351_7953,2024_2025_1285129
162,38580,10:43:00,49.9313845,20.066037,50.04459457142857,19.962035657142856,28446351_7953,2024_2025_1285129
163,38610,10:43:30,49.933659250000005,20.062886,50.04267255714286,19.964636985714286,28446351_7953,2024_2025_1285129
164,38640,10:44:00,49.935934,20.059735,50.04075054285714,19.967238314285712,28446351_7953,2024_2025_1285129
165,38670,10:44:30,49.937786,20.058469000000002,50.03882852857143,19.969839642857142,28446351_7953,2024_2025_1285129
166,38700,10:45:00,49.939638,20.057203,50.03690651428571,19.97244097142857,28446351_7953,2024_2025_1285129
167,38730,10:45:30,49.942945,20.057579,50.0349845,19.9750423,28446351_7953,2024_2025_1285129
168,38760,10:46:00,49.946252,20.057955,50.03328834,19.9798196,28446351_7953,2024_2025_1285129
169,38790,10:46:30,49.9500775,20.056455,50.03159218,19.9845969,28446351_7953,2024_2025_1285129
170,38820,10:47:00,49.953903,20.054955,50.02989602,19.9893742,28446351_7953,2024_2025_1285129
171,38850,10:47:30,49.956588499999995,20.054457,50.02819986,19.9941515,28446351_7953,2024_2025_1285129
172,38880,10:48:00,49.959274,20.053959,50.0265037,19.9989288,28446351_7953,2024_2025_1285129
173,38910,10:48:30,49.9631665,20.056221,50.02562338333333,20.0040537,28446351_7953,2024_2025_1285129
174,38940,10:49:00,49.967059,20.058483,50.024743066666666,20.009178600000002,28446351_7953,2024_2025_1285129
175,38970,10:49:30,49.9682325,20.0591375,50.02386275,20.0143035,28446351_7953,2024_2025_1285129
176,39000,10:50:00,49.969406,20.059792,50.02298243333333,20.0194284,28446351_7953,2024_2025_1285129
177,39030,10:50:30,49.9705795,20.0604465,50.022102116666666,20.0245533,28446351_7953,2024_2025_1285129
178,39060,10:51:00,49.971753,20.061101,50.0212218,20.0296782,28446351_7953,2024_2025_1285129
179,39090,10:51:30,49.97417575,20.06287225,50.01916267037037,20.030736533333332,28446351_7953,2024_2025_1285129
180,39120,10:52:00,49.9765985,20.064643500000003,50.01710354074074,20.031794866666665,28446351_7953,2024_2025_1285129
181,39150,10:52:30,49.97902125,20.06641475,50.01504441111111,20.0328532,28446351_7953,2024_2025_1285129
182,39180,10:53:00,49.981444,20.068186,50.012985281481484,20.033911533333335,28446351_7953,2024_2025_1285129
183,39210,10:53:30,49.98212275,20.067334000000002,50.010926151851855,20.034969866666668,28446351_7953,2024_2025_1285129
